start_location,end_location,distance_meters,duration_seconds,duration_minutes,num_steps,directions
I1 boys hostel,academic block2(ab2),1905.1,336.4,5.6,7,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
I1 boys hostel,academic block 3(ab3),1938.2,344.3,5.7,7,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
I1 boys hostel,I3 adminstrative block,1898.0,336.4,5.6,8,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I1 boys hostel,chancellor office,1898.0,336.4,5.6,8,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I1 boys hostel,p1 faculty block,1898.0,336.4,5.6,8,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I1 boys hostel,p2 faculty block,1898.0,336.4,5.6,8,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I1 boys hostel,p3 faculty block,2160.7,406.4,6.8,6,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
I1 boys hostel,central library,2077.9,377.9,6.3,7,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
I1 boys hostel,sac,2047.9,370.6,6.2,7,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
I1 boys hostel,food court,516.3,54.5,0.9,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
I1 boys hostel,boys mess,457.1,51.3,0.9,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
I1 boys hostel,girls mess,646.4,61.8,1.0,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
I1 boys hostel,sbi,656.6,62.3,1.0,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
I1 boys hostel,nuzvid clinic,2077.9,377.9,6.3,7,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
I1 boys hostel,yoga shala,593.4,58.8,1.0,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
I1 boys hostel,k2 ground,400.9,48.2,0.8,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
I1 boys hostel,I2 boys hostel,48.6,7.1,0.1,2,Start heading right (48m) | Arrive at your destination
I1 boys hostel,k2 girls hostel,680.1,63.6,1.1,3,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
I1 boys hostel,k3 girls hostel,231.8,33.5,0.6,2,Start heading right (231m) | Arrive at your destination
I1 boys hostel,k4 girls hostel,257.3,37.2,0.6,2,Start heading right (257m) | Arrive at your destination
I1 boys hostel,dh1&2,59.7,8.7,0.1,2,Start heading right (59m) | Arrive at your destination
I1 boys hostel,dh3,100.3,14.5,0.2,2,Start heading right (100m) | Arrive at your destination
I1 boys hostel,dh4,133.2,19.3,0.3,2,Start heading right (133m) | Arrive at your destination
I1 boys hostel,beta cluster,68.1,9.7,0.2,2,Start heading left (68m) | Arrive at your destination
I1 boys hostel,eta cluster,71.7,11.4,0.2,3,Start heading left (13m) | Turn right (57m) | Arrive at your destination
I1 boys hostel,gama cluster,119.3,18.2,0.3,3,Start heading left (13m) | Turn right (105m) | Arrive at your destination
I1 boys hostel,kappa cluster,231.2,39.3,0.7,4,Start heading left (13m) | Turn right (175m) | Turn right (42m) | Arrive at your destination
I1 boys hostel,lambda cluster,279.3,41.3,0.7,4,Start heading left (13m) | Turn right (209m) | Turn right (55m) | Arrive at your destination
I1 boys hostel,mue cluster,454.4,71.9,1.2,6,Start heading left (13m) | Turn right (209m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
I1 boys hostel,omega cluster,473.0,74.8,1.2,5,Start heading left (13m) | Turn right (209m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
I1 boys hostel,nuzvid gate,1655.4,276.4,4.6,7,Start heading left (227m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
I1 boys hostel,sklm gate,487.0,81.7,1.4,7,Start heading left (13m) | Turn right (209m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
I2 boys hostel,academic block 1(ab1),1946.6,343.5,5.7,8,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I2 boys hostel,academic block2(ab2),1953.8,343.5,5.7,7,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
I2 boys hostel,academic block 3(ab3),1986.8,351.4,5.9,7,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
I2 boys hostel,I3 adminstrative block,1946.6,343.5,5.7,8,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I2 boys hostel,chancellor office,1946.6,343.5,5.7,8,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I2 boys hostel,p1 faculty block,1946.6,343.5,5.7,8,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I2 boys hostel,p2 faculty block,1946.6,343.5,5.7,8,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
I2 boys hostel,p3 faculty block,2209.3,413.5,6.9,6,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
I2 boys hostel,central library,2126.5,385.0,6.4,7,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
I2 boys hostel,sac,2096.5,377.7,6.3,7,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
I2 boys hostel,food court,564.9,61.6,1.0,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
I2 boys hostel,boys mess,505.7,58.4,1.0,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
I2 boys hostel,girls mess,695.1,68.9,1.1,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
I2 boys hostel,sbi,705.2,69.4,1.2,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
I2 boys hostel,nuzvid clinic,2126.5,385.0,6.4,7,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
I2 boys hostel,yoga shala,642.1,65.9,1.1,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
I2 boys hostel,k2 ground,449.5,55.3,0.9,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
I2 boys hostel,I1 boys hostel,48.6,7.1,0.1,2,Start heading left (48m) | Arrive at your destination
I2 boys hostel,k2 girls hostel,728.8,70.7,1.2,3,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
I2 boys hostel,k3 girls hostel,183.1,26.4,0.4,2,Start heading right (183m) | Arrive at your destination
I2 boys hostel,k4 girls hostel,208.6,30.1,0.5,2,Start heading right (208m) | Arrive at your destination
I2 boys hostel,dh1&2,11.1,1.6,0.0,2,Start heading right (11m) | Arrive at your destination
I2 boys hostel,dh3,51.7,7.4,0.1,2,Start heading right (51m) | Arrive at your destination
I2 boys hostel,dh4,84.6,12.2,0.2,2,Start heading right (84m) | Arrive at your destination
I2 boys hostel,beta cluster,116.8,16.8,0.3,2,Start heading left (116m) | Arrive at your destination
I2 boys hostel,eta cluster,120.3,18.5,0.3,3,Start heading left (62m) | Turn right (57m) | Arrive at your destination
I2 boys hostel,gama cluster,167.9,25.3,0.4,3,Start heading left (62m) | Turn right (105m) | Arrive at your destination
I2 boys hostel,kappa cluster,190.8,33.1,0.6,3,Start heading right (11m) | Turn left (179m) | Arrive at your destination
I2 boys hostel,lambda cluster,327.9,48.4,0.8,4,Start heading left (62m) | Turn right (209m) | Turn right (55m) | Arrive at your destination
I2 boys hostel,mue cluster,503.0,79.0,1.3,6,Start heading left (62m) | Turn right (209m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
I2 boys hostel,omega cluster,521.6,81.9,1.4,5,Start heading left (62m) | Turn right (209m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
I2 boys hostel,nuzvid gate,1704.0,283.5,4.7,7,Start heading left (276m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
I2 boys hostel,sklm gate,535.6,88.8,1.5,7,Start heading left (62m) | Turn right (209m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
k2 girls hostel,academic block 1(ab1),1217.8,272.8,4.5,7,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k2 girls hostel,academic block2(ab2),1225.0,272.8,4.5,6,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
k2 girls hostel,academic block 3(ab3),1258.1,280.7,4.7,6,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
k2 girls hostel,I3 adminstrative block,1217.8,272.8,4.5,7,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k2 girls hostel,chancellor office,1217.8,272.8,4.5,7,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k2 girls hostel,p1 faculty block,1217.8,272.8,4.5,7,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k2 girls hostel,p2 faculty block,1217.8,272.8,4.5,7,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k2 girls hostel,p3 faculty block,1480.5,342.8,5.7,5,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
k2 girls hostel,central library,1397.7,314.3,5.2,6,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
k2 girls hostel,sac,1367.8,307.0,5.1,6,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
k2 girls hostel,food court,163.8,9.1,0.2,2,Start heading right on Nuzividu - Mylavaram Road (163m) | Arrive at your destination
k2 girls hostel,boys mess,223.0,12.3,0.2,2,Start heading right on Nuzividu - Mylavaram Road (223m) | Arrive at your destination
k2 girls hostel,girls mess,33.7,1.8,0.0,2,Start heading right on Nuzividu - Mylavaram Road (33m) | Arrive at your destination
k2 girls hostel,sbi,23.6,1.3,0.0,2,Start heading right on Nuzividu - Mylavaram Road (23m) | Arrive at your destination
k2 girls hostel,nuzvid clinic,1397.7,314.3,5.2,6,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
k2 girls hostel,yoga shala,86.7,4.8,0.1,2,Start heading right on Nuzividu - Mylavaram Road (86m) | Arrive at your destination
k2 girls hostel,k2 ground,279.2,15.4,0.3,2,Start heading right on Nuzividu - Mylavaram Road (279m) | Arrive at your destination
k2 girls hostel,I1 boys hostel,680.1,60.3,1.0,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (227m) | Arrive at your destination
k2 girls hostel,I2 boys hostel,728.8,67.4,1.1,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (276m) | Arrive at your destination
k2 girls hostel,k3 girls hostel,911.9,93.8,1.6,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (459m) | Arrive at your destination
k2 girls hostel,k4 girls hostel,937.4,97.5,1.6,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (484m) | Arrive at your destination
k2 girls hostel,dh1&2,739.8,69.0,1.1,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (287m) | Arrive at your destination
k2 girls hostel,dh3,780.4,74.8,1.2,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (327m) | Arrive at your destination
k2 girls hostel,dh4,813.3,79.6,1.3,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (360m) | Arrive at your destination
k2 girls hostel,beta cluster,612.0,50.6,0.8,3,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (159m) | Arrive at your destination
k2 girls hostel,eta cluster,724.3,73.0,1.2,4,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
k2 girls hostel,gama cluster,771.9,79.8,1.3,4,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
k2 girls hostel,kappa cluster,919.5,100.5,1.7,4,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
k2 girls hostel,lambda cluster,931.9,102.9,1.7,5,Start heading right on Nuzividu - Mylavaram Road (452m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
k2 girls hostel,mue cluster,1174.5,107.2,1.8,4,Start heading right on Nuzividu - Mylavaram Road (735m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
k2 girls hostel,omega cluster,1170.2,105.1,1.8,4,Start heading right on Nuzividu - Mylavaram Road (735m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
k2 girls hostel,nuzvid gate,975.3,212.8,3.5,6,Start heading left on Nuzividu - Mylavaram Road (147m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
k2 girls hostel,sklm gate,1106.4,95.7,1.6,3,Start heading right on Nuzividu - Mylavaram Road (735m) | Turn right (371m) | Arrive at your destination
k3 girls hostel,academic block 1(ab1),2129.7,369.9,6.2,8,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k3 girls hostel,academic block2(ab2),2136.9,369.9,6.2,7,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
k3 girls hostel,academic block 3(ab3),2170.0,377.8,6.3,7,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
k3 girls hostel,I3 adminstrative block,2129.7,369.9,6.2,8,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k3 girls hostel,chancellor office,2129.7,369.9,6.2,8,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k3 girls hostel,p1 faculty block,2129.7,369.9,6.2,8,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k3 girls hostel,p2 faculty block,2129.7,369.9,6.2,8,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k3 girls hostel,p3 faculty block,2392.4,439.9,7.3,6,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
k3 girls hostel,central library,2309.6,411.4,6.9,7,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
k3 girls hostel,sac,2279.7,404.1,6.7,7,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
k3 girls hostel,food court,748.1,88.0,1.5,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
k3 girls hostel,boys mess,688.9,84.8,1.4,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
k3 girls hostel,girls mess,878.2,95.3,1.6,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
k3 girls hostel,sbi,888.3,95.8,1.6,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
k3 girls hostel,nuzvid clinic,2309.6,411.4,6.9,7,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
k3 girls hostel,yoga shala,825.2,92.3,1.5,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
k3 girls hostel,k2 ground,632.6,81.7,1.4,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
k3 girls hostel,I1 boys hostel,231.8,33.5,0.6,2,Start heading left (231m) | Arrive at your destination
k3 girls hostel,I2 boys hostel,183.1,26.4,0.4,2,Start heading left (183m) | Arrive at your destination
k3 girls hostel,k2 girls hostel,911.9,97.1,1.6,3,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
k3 girls hostel,k4 girls hostel,25.5,3.7,0.1,2,Start heading right (25m) | Arrive at your destination
k3 girls hostel,dh1&2,172.1,24.8,0.4,2,Start heading left (172m) | Arrive at your destination
k3 girls hostel,dh3,131.5,19.0,0.3,2,Start heading left (131m) | Arrive at your destination
k3 girls hostel,dh4,98.5,14.2,0.2,2,Start heading left (98m) | Arrive at your destination
k3 girls hostel,beta cluster,299.9,43.2,0.7,2,Start heading left (299m) | Arrive at your destination
k3 girls hostel,eta cluster,303.4,44.9,0.7,3,Start heading left (245m) | Turn right (57m) | Arrive at your destination
k3 girls hostel,gama cluster,351.0,51.7,0.9,3,Start heading left (245m) | Turn right (105m) | Arrive at your destination
k3 girls hostel,kappa cluster,351.8,53.1,0.9,3,Start heading left (172m) | Turn right (179m) | Arrive at your destination
k3 girls hostel,lambda cluster,484.5,72.8,1.2,5,Start heading left (172m) | Turn right (222m) | Turn right (34m) | Turn right (55m) | Arrive at your destination
k3 girls hostel,mue cluster,659.6,103.4,1.7,7,Start heading left (172m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
k3 girls hostel,omega cluster,678.2,106.3,1.8,6,Start heading left (172m) | Turn right (222m) | Turn right (34m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
k3 girls hostel,nuzvid gate,1887.2,309.9,5.2,7,Start heading left (459m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
k3 girls hostel,sklm gate,692.2,113.2,1.9,8,Start heading left (172m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
k4 girls hostel,academic block 1(ab1),2155.2,373.6,6.2,8,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k4 girls hostel,academic block2(ab2),2162.4,373.6,6.2,7,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
k4 girls hostel,academic block 3(ab3),2195.5,381.5,6.4,7,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
k4 girls hostel,I3 adminstrative block,2155.2,373.6,6.2,8,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k4 girls hostel,chancellor office,2155.2,373.6,6.2,8,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k4 girls hostel,p1 faculty block,2155.2,373.6,6.2,8,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k4 girls hostel,p2 faculty block,2155.2,373.6,6.2,8,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
k4 girls hostel,p3 faculty block,2417.9,443.6,7.4,6,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
k4 girls hostel,central library,2335.1,415.1,6.9,7,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
k4 girls hostel,sac,2305.2,407.8,6.8,7,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
k4 girls hostel,food court,773.6,91.7,1.5,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
k4 girls hostel,boys mess,714.4,88.5,1.5,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
k4 girls hostel,girls mess,903.7,99.0,1.6,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
k4 girls hostel,sbi,913.8,99.5,1.7,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
k4 girls hostel,nuzvid clinic,2335.1,415.1,6.9,7,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
k4 girls hostel,yoga shala,850.7,96.0,1.6,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
k4 girls hostel,k2 ground,658.2,85.4,1.4,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
k4 girls hostel,I1 boys hostel,257.3,37.2,0.6,2,Start heading left (257m) | Arrive at your destination
k4 girls hostel,I2 boys hostel,208.6,30.1,0.5,2,Start heading left (208m) | Arrive at your destination
k4 girls hostel,k2 girls hostel,937.4,100.8,1.7,3,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
k4 girls hostel,k3 girls hostel,25.5,3.7,0.1,2,Start heading left (25m) | Arrive at your destination
k4 girls hostel,dh1&2,197.6,28.5,0.5,2,Start heading left (197m) | Arrive at your destination
k4 girls hostel,dh3,157.0,22.7,0.4,2,Start heading left (157m) | Arrive at your destination
k4 girls hostel,dh4,124.1,17.9,0.3,2,Start heading left (124m) | Arrive at your destination
k4 girls hostel,beta cluster,325.4,46.9,0.8,2,Start heading left (325m) | Arrive at your destination
k4 girls hostel,eta cluster,329.0,48.6,0.8,3,Start heading left (271m) | Turn right (57m) | Arrive at your destination
k4 girls hostel,gama cluster,376.6,55.4,0.9,3,Start heading left (271m) | Turn right (105m) | Arrive at your destination
k4 girls hostel,kappa cluster,377.3,56.8,0.9,3,Start heading left (197m) | Turn right (179m) | Arrive at your destination
k4 girls hostel,lambda cluster,510.0,76.5,1.3,5,Start heading left (197m) | Turn right (222m) | Turn right (34m) | Turn right (55m) | Arrive at your destination
k4 girls hostel,mue cluster,685.1,107.1,1.8,7,Start heading left (197m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
k4 girls hostel,omega cluster,703.7,110.0,1.8,6,Start heading left (197m) | Turn right (222m) | Turn right (34m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
k4 girls hostel,nuzvid gate,1912.7,313.6,5.2,7,Start heading left (484m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
k4 girls hostel,sklm gate,717.7,116.9,1.9,8,Start heading left (197m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
dh1&2,academic block 1(ab1),1957.6,345.1,5.8,8,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh1&2,academic block2(ab2),1964.8,345.1,5.8,7,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
